name,type,height,classify,gender,weight,ability,description,evolution,img
 맘모꾸리,얼음;땅,2.5,2개송곳니,b,291,둔감;눈숨기,얼음으로 만들어진 훌륭한 이빨이 있다. 빙하기가 끝나고 따뜻해졌기 때문에 수가 줄어들었다.,220;꾸꾸리;221;메꾸리;473;맘모꾸리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/047301.png
 폴리곤Z,노말,0.9,가상,b,34,적응력;다운로드,더욱 우수한 포켓몬으로 만들고자 프로그램을 추가했지만 어쩐지 괴상하게 행동하기 시작했다.,137;폴리곤;233;폴리곤2;474;폴리곤Z,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/047401.png
 엘레이드,에스퍼;격투,1.6,검,m,52,불굴의마음;예리함,누군가를 지키려고 할 때는 팔꿈치를 늘여서 칼처럼 변화시키고 격렬하게 싸운다.,280;랄토스;281;킬리아;282;가디안,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/047501.png
 메가엘레이드,에스퍼;격투,1.6,검,m,56.4,정신력,상대의 생각을 민감하게 포착하는 능력을 가졌기 때문에 먼저 공격할 수 있다.,280;랄토스;281;킬리아;282;가디안,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/047502.png
 대코파스,바위;강철,1.4,컴퍼스,b,340,옹골참;자력,전신에서 강한 자력을 발산하고 있다. 꼬마코파스라고 불리는 3개의 유닛을 조종한다.,299;코코파스;476;대코파스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/047601.png
 야느와르몽,고스트,2.2,움켜쥐기,b,106.6,프레셔,머리의 안테나로 영계로부터의 전파를 수신한다. 지시를 받아 사람을 영계로 데리고 간다.,355;해골몽;356;미라몽;477;야느와르몽,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/047701.png
 눈여아,얼음;고스트,1.3,설국,f,26.6,눈숨기,마음에 든 인간과 포켓몬을 냉기로 얼린 다음 보금자리에 가져가서 장식한다.,361;눈꼬마;362;얼음귀신,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/047801.png
 로토무,전기;고스트,0.3,플라스마,u,0.3,부유,전기 같은 몸은 일부 기계에 들어갈 수 있다. 그리고 그 몸으로 장난을 친다.,479;로토무;479;로토무;479;로토무;No. 0479;로토무;No. 0479;로토무;No. 0479;로토무,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/047901.png
 로토무,전기;불꽃,0.3,플라스마,u,0.3,부유,오븐레인지의 상태가 나쁘면 안에 들어 있는 로토무도 기운이 나지 않는다고 한다.,479;로토무;479;로토무;479;로토무;No. 0479;로토무;No. 0479;로토무;No. 0479;로토무,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/047902.png
 로토무,전기;물,0.3,플라스마,u,0.3,부유,세탁기에 들어간 모습. 주변을 침수시키고는 만족스러운 듯이 끄덕이고 있다.,479;로토무;479;로토무;479;로토무;No. 0479;로토무;No. 0479;로토무;No. 0479;로토무,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/047903.png
 로토무,전기;얼음,0.3,플라스마,u,0.3,부유,냉장고에 들어간 모습. 냉기로 주위를 얼려 놓고는 유쾌하다는 듯이 통통 튄다.,479;로토무;479;로토무;479;로토무;No. 0479;로토무;No. 0479;로토무;No. 0479;로토무,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/047904.png
 로토무,전기;비행,0.3,플라스마,u,0.3,부유,선풍기에 들어간 모습. 주위에 있는 물건을 날려 버리고는 해냈다는 듯이 싱글벙글하고 있다.,479;로토무;479;로토무;479;로토무;No. 0479;로토무;No. 0479;로토무;No. 0479;로토무,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/047905.png
 로토무,전기;풀,0.3,플라스마,u,0.3,부유,로토무도감이 만들어진 계기가 된 가전제품 중 하나가 바로 잔디깎이였다.,479;로토무;479;로토무;479;로토무;No. 0479;로토무;No. 0479;로토무;No. 0479;로토무,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/047906.png
 유크시,에스퍼,0.3,지식,u,0.3,부유,지식의 신이라 불리고 있다. 눈을 마주친 사람의 기억을 지워 버리는 힘을 가지고 있다고 한다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/048001.png
 엠라이트,에스퍼,0.3,감정,u,0.3,부유,슬픔의 괴로움과 즐거움의 소중함을 사람들에게 가르쳐 주었다. 감정의 신이라 불리고 있다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/048101.png
 아그놈,에스퍼,0.3,의지,u,0.3,부유,의지의 신이라 불리고 있다. 호수의 밑바닥에서 계속 잠을 자며 세계의 균형을 지키고 있다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/048201.png
 디아루가,강철;드래곤,5.4,시간,u,683,프레셔,시간을 조종하는 힘을 가지고 있다. 신오지방에서는 신이라고 불리며 신화에 등장한다.,483;디아루가;483;디아루가,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/048301.png
 디아루가,강철;드래곤,7,시간,u,850,프레셔,밝은 빛이 폼체인지의 방아쇠가 되었다. 창조신과 흡사한 이 모습이야말로 진정한 모습임에 의심할 여지가 없을 정도로 강력한 힘을 발휘한다.,483;디아루가;483;디아루가,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/048302.png
 펄기아,물;드래곤,4.2,공간,u,336,프레셔,공간을 뒤틀리게 하는 능력을 가졌으며 신오지방의 신화에서는 신으로 묘사되고 있다.,484;펄기아;484;펄기아,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/048401.png
 펄기아,물;드래곤,6.3,공간,u,660,프레셔,하늘을 나는 모습은 만물의 창조주를 연상케한다. 창조주의 모습을 흉내 냄으로써 그 힘을 자신의 것으로 만들었다고 추측된다.,484;펄기아;484;펄기아,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/048402.png
 히드런,불꽃;강철,1.7,화구,b,430,타오르는불꽃,화산의 동굴에서 서식한다. 십자형의 발톱을 박아서 벽이나 천장을 돌아다닌다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/048501.png
 레지기가스,노말,3.7,거대,u,420,슬로스타트,밧줄로 묶은 대륙을 당겨서 움직였다고 하는 전설이 남아 있다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/048601.png
 기라티나,고스트;드래곤,4.5,반골,u,750,프레셔,이 세상의 이면에 있는 세계에 살고 있다고 전해지는 포켓몬이다. 고대의 무덤에 나타난다.,487;기라티나;487;기라티나,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/048701.png
 기라티나,고스트;드래곤,6.9,반골,u,650,부유,이 세상의 이면에 있는 세계에 살고 있다고 전해지는 포켓몬이다. 고대의 무덤에 나타난다.,487;기라티나;487;기라티나,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/048702.png
 크레세리아,에스퍼,1.5,초승달,f,85.6,부유,비행할 때는 베일 같은 날개에서 빛나는 입자를 흩뿌린다. 초승달의 화신으로 불리고 있다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/048801.png
 피오네,물,0.4,해양,u,3.1,촉촉바디,따뜻한 바다에 사는 포켓몬이다. 머리의 부낭을 부풀려서 파도 사이를 떠돌며 먹이를 찾는다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/048901.png
 마나피,물,0.3,회유,u,1.4,촉촉바디,차가운 바다 밑에서 태어났다. 자신이 태어난 바다의 밑바닥까지 긴 거리를 헤엄쳐서 돌아간다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/049001.png
 다크라이,악,1.5,암흑,u,50.5,나이트메어,사람들을 깊은 잠으로 유인하여 꿈을 꾸게 하는 능력을 가지고 있다. 그믐달이 뜨는 밤에 활동한다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/049101.png
 쉐이미,풀,0.2,감사,u,2.1,자연회복,꽃밭 속에서 살고 있지만 몸을 웅크리면 꽃처럼 보이기 때문에 누구도 눈치채지 못한다.,492;쉐이미;492;쉐이미,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/049201.png
 쉐이미,풀;비행,0.4,감사,u,5.2,하늘의은총,꽃밭 속에서 살고 있지만 몸을 웅크리면 꽃처럼 보이기 때문에 누구도 눈치채지 못한다.,492;쉐이미;492;쉐이미,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/049202.png
 아르세우스,노말,3.2,창조,u,320,멀티타입,1000개의 팔로 우주를 만든 포켓몬으로 신화에 묘사된다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/049301.png
 비크티니,에스퍼;불꽃,0.4,승리,u,4,승리의별,승리를 부르는 포켓몬이다. 비크티니와 함께하는 트레이너는 그 어떤 승부에서도 승리한다고 한다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/049401.png
 주리비얀,풀,0.6,풀뱀,b,8.1,심록,태양의 빛을 받으면 평소보다 빨리 움직일 수 있다. 손보다 덩굴을 잘 사용한다.,495;주리비얀;496;샤비;497;샤로다,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/049501.png
 샤비,풀,0.8,풀뱀,b,16,심록,땅을 미끄러지듯 달린다. 빠른 움직임으로 상대를 혼란시키고 덩굴채찍으로 꼼짝 못하게 한다.,495;주리비얀;496;샤비;497;샤로다,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/049601.png
 샤로다,풀,3.3,로열,b,63,심록,샤로다의 고상한 눈동자로 쏘아보아도 태연할 정도로 강한 상대에게만 진정한 실력을 발휘한다.,495;주리비얀;496;샤비;497;샤로다,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/049701.png
 뚜꾸리,불꽃,0.5,불돼지,b,9.9,맹화,적의 공격을 가볍게 피하고 코로 불구슬을 쏘아댄다. 불꽃으로 나무열매를 구워 먹는다.,498;뚜꾸리;499;차오꿀;500;염무왕,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/049801.png
 차오꿀,불꽃;격투,1,불돼지,b,55.5,맹화,먹을수록 태울 것이 많아져 위 속의 불꽃이 강해지고 파워도 점점 넘치게 된다.,498;뚜꾸리;499;차오꿀;500;염무왕,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/049901.png
 염무왕,불꽃;격투,1.6,큰불돼지,b,150,맹화,턱의 화염으로 주먹을 불태워 불꽃펀치를 날린다. 동료애가 깊은 포켓몬이다.,498;뚜꾸리;499;차오꿀;500;염무왕,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/050001.png
 수댕이,물,0.5,해달,b,5.9,급류,배에 생기는 가리비칼은 싸울 때뿐 아니라 딱딱한 나무열매를 쪼갤 때도 사용한다.,501;수댕이;502;쌍검자비;503;대검귀,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/050101.png
 쌍검자비,물,0.8,수행,b,24.5,급류,물 흐르는 듯한 칼솜씨로 2개의 가리비칼을 사용하는 기술은 엄격한 수련을 통해 익힌 것이다.,501;수댕이;502;쌍검자비;503;대검귀,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/050201.png
 대검귀,물,1.5,관록,b,94.6,급류,상대가 눈을 깜빡이는 동안에 앞다리에 붙어 있는 각검으로 상대를 베고 원래대로 되돌린다.,501;수댕이;502;쌍검자비;503;대검귀,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/050301.png
 대검귀,물;악,1.5,관록,b,58.2,급류,히스이에서 진화한 희귀한 모습. 비정한 성격과 칼 솜씨를 자랑한다. 성난 파도 같은 연격은 천 겹의 파도와도 같다.,501;수댕이;502;쌍검자비;503;대검귀,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/050302.png
 보르쥐,노말,0.5,망보기,b,11.6,도주;날카로운눈,볼의 주머니에 먹이를 모아두고 며칠이고 망보기를 계속한다. 꼬리로 동료에게 신호한다.,504;보르쥐;505;보르그,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/050401.png
 보르그,노말,1.1,경계,b,27,발광;날카로운눈,체내의 발광물질로 눈이나 몸을 빛나게 하여 습격해 온 상대를 풀이 죽게 만든다.,504;보르쥐;505;보르그,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/050501.png
 요테리,노말,0.4,강아지,b,4.1,의기양양;픽업,용감하고 신중하다. 얼굴을 덮고 있는 부드러운 털로 주변의 정보를 캐치한다.,506;요테리;507;하데리어;508;바랜드,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/050601.png
 하데리어,노말,0.9,충견,b,14.7,위협;모래헤치기,매우 영리하고 금방 친해진다. 인간의 파트너가 된 첫 포켓몬이라는 설도 있다.,506;요테리;507;하데리어;508;바랜드,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/050701.png
 바랜드,노말,1.2,관대,b,61,위협;모래헤치기,사람과 사는 것을 좋아하는 듯하다. 야생에서 잡아도 3일만 지나면 사람을 따르게 된다.,506;요테리;507;하데리어;508;바랜드,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/050801.png
 쌔비냥,악,0.4,성악,b,10.1,유연;곡예,곤란해하는 모습을 보기 위해 사람의 물건을 훔친다. 훔처우와는 라이벌 관계다.,509;쌔비냥;510;레파르다스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/050901.png
 레파르다스,악,1.1,냉혹,b,37.5,유연;곡예,아름다운 털과 스타일에 쉽게 매료되지만 변덕스럽고 흉포한 포켓몬이다.,509;쌔비냥;510;레파르다스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/051001.png
 야나프,풀,0.6,풀원숭이,b,10.5,먹보,기운이 없는 포켓몬에게 머리의 잎사귀를 나눠준다. 피로를 풀어주는 효과가 있다.,511;야나프;512;야나키,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/051101.png
 야나키,풀,1.1,가시원숭이,b,30.5,먹보,가시가 잔뜩 박힌 꼬리를 상대에게 힘껏 쳐서 공격한다. 기질이 격한 포켓몬이다.,511;야나프;512;야나키,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/051201.png
 바오프,불꽃,0.6,고온,b,11,먹보,지능이 높고 나무열매는 구운 뒤 먹는 습성이 있다. 사람 도와주기를 좋아한다.,513;바오프;514;바오키,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/051301.png
 바오키,불꽃,1,불티,b,28,먹보,몸속에서 태운 불꽃을 머리나 꼬리로 흩뿌려서 상대를 태운다.,513;바오프;514;바오키,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/051401.png
 앗차프,물,0.6,물뿌리기,b,13.5,먹보,머리 송아리에 모은 물은 영양 듬뿍. 꼬리를 사용해서 그 물을 초목에 뿌린다.,515;앗차프;516;앗차키,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/051501.png
 앗차키,물,1,방수,b,29,먹보,꼬리에서 발사하는 고압의 물은 콘크리트 벽도 파괴할 수 있는 위력을 지녔다.,515;앗차프;516;앗차키,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/051601.png
 몽나,에스퍼,0.6,꿈먹기,b,23.3,예지몽;싱크로,깊은 밤중 머리맡에 나타난다. 꿈을 먹는 동안 몸에 있는 무늬가 어렴풋이 빛난다.,517;몽나;518;몽얌나,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/051701.png
 몽얌나,에스퍼,1.1,꿈결,b,60.5,예지몽;싱크로,뿜어내는 연기가 거무스름할 때는 가까이 가지 않는 것이 좋다. 악몽이 현실이 되기 때문이다.,517;몽나;518;몽얌나,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/051801.png
 콩둘기,노말;비행,0.3,아기비둘기,b,2.1,부풀린가슴;대운,사람이 사는 곳에 나타난다. 먹이를 뿌려주면 수백 마리가 모여들기 때문에 주의해야 한다.,519;콩둘기;520;유토브;521;켄호로우,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/051901.png
 유토브,노말;비행,0.6,들비둘기,b,15,부풀린가슴;대운,하늘을 나는 속도는 그저 그렇다. 아무리 멀리 떨어져 있어도 주인과 자신의 둥지를 기억하고 있다.,519;콩둘기;520;유토브;521;켄호로우,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/052001.png
 켄호로우,노말;비행,1.2,프라이드,m,29,부풀린가슴;대운,높은 비행 능력을 가졌다. 암컷은 지구력이 뛰어나며 수컷은 비행 속도가 뛰어나다.,519;콩둘기;520;유토브;521;켄호로우,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/052101.png
 켄호로우,노말;비행,1.2,프라이드,f,29,부풀린가슴;대운,높은 비행 능력을 가졌으며 특히 지구력이 뛰어나다. 수컷보다 길들이기 어렵다.,519;콩둘기;520;유토브;521;켄호로우,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/052102.png
 줄뮤마,전기,0.8,하전,b,29.8,피뢰침;전기엔진,번개 구름이 하늘을 뒤덮으면 나타난다. 갈기로 번개를 붙잡아 전기를 모은다.,522;줄뮤마;523;제브라이카,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/052201.png
 제브라이카,전기,1.6,뇌전,b,79.5,피뢰침;전기엔진,격렬한 기질의 소유자. 날뛰면 갈기에서 번개를 사방팔방으로 방전한다.,522;줄뮤마;523;제브라이카,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/052301.png
 단굴,바위,0.4,맨틀,b,18,옹골참;깨어진갑옷,철과 비슷하게 단단하지만 오랫동안 물에 담가두면 조금 부드러워진다고 한다.,524;단굴;525;암트르;526;기가이어스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/052401.png
 암트르,바위,0.9,광석,b,102,옹골참;깨어진갑옷,오렌지색 결정이 빛나기 시작하면 조심해야 한다. 에너지를 쏘아대기 때문이다.,524;단굴;525;암트르;526;기가이어스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/052501.png
 기가이어스,바위,1.7,고압,b,260,옹골참;모래날림,씩씩해서 공사 현장이나 채굴장에서 대왕끼리동이나 사람과 함께 일할 때도 있다.,524;단굴;525;암트르;526;기가이어스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/052601.png
 또르박쥐,에스퍼;비행,0.4,박쥐,b,2.1,천진;서투름,동굴을 올려다봤을 때 벽에 하트 모양 자국이 있다면 또르박쥐가 살고 있다는 증거다.,527;또르박쥐;528;맘박쥐,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/052701.png
 맘박쥐,에스퍼;비행,0.9,구애,b,10.5,천진;서투름,아주 강력한 음파를 내보낸 후에는 지쳐서 당분간 날 수 없게 된다.,527;또르박쥐;528;맘박쥐,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/052801.png
 두더류,땅,0.3,두더지,b,8.5,모래헤치기;모래의힘,양손의 손톱을 서로 겹치고 몸을 고속으로 회전시킨 뒤 먹이를 향해 돌진한다.,529;두더류;530;몰드류,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/052901.png
 몰드류,땅;강철,0.7,땅밑,b,40.4,모래헤치기;모래의힘,자연적으로 생긴 동굴로 보이지만 사실은 몰드류가 파낸 흔적인 경우는 흔히 있는 일이다.,529;두더류;530;몰드류,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/053001.png
 다부니,노말,1.1,히어링,b,31,치유의마음;재생력,귀의 더듬이로 상대의 컨디션이나 알에서 포켓몬이 언제 나올지도 알 수 있다.,531;다부니;531;메가다부니,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/053101.png
 메가다부니,노말;페어리,1.5,히어링,b,32,치유의마음,귀의 더듬이로 상대의 컨디션이나 알에서 포켓몬이 언제 나올지도 알 수 있다.,531;다부니;531;메가다부니,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/053102.png
 으랏차,격투,0.6,근골,b,12.5,근성;우격다짐,건축 일을 돕는 것을 좋아한다. 비가 내려서 공사를 쉬는 날에는 각목을 휘두르며 날뛴다.,532;으랏차;533;토쇠골;534;노보청,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/053201.png
 토쇠골,격투,1.2,근골,b,40,근성;우격다짐,동료나 근육몬과 서로 근육을 자랑한다. 진 쪽은 당분간 모습을 감춘다.,532;으랏차;533;토쇠골;534;노보청,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/053301.png
 노보청,격투,1.4,근골,b,87,근성;우격다짐,같은 성분이라도 노보청이 배합한 콘크리트가 훨씬 견고하고 튼튼하다.,532;으랏차;533;토쇠골;534;노보청,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/053401.png
 동챙이,물,0.5,올챙이,b,4.5,쓱쓱;촉촉바디,아름다운 파문이 펼쳐지는 물 아래에는 동챙이가 날카로운 소리로 울고 있다.,535;동챙이;536;두까비;537;두빅굴,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/053501.png
 두까비,물;땅,0.8,진동,b,17,쓱쓱;촉촉바디,두통을 일으킬 정도의 음파로 먹이를 충분히 약하게 만든 뒤 끈적끈적한 혀로 포박한다.,535;동챙이;536;두까비;537;두빅굴,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/053601.png
 두빅굴,물;땅,1.5,진동,b,62,쓱쓱;독수,전신의 혹을 진동시켜서 지진과 같은 흔들림을 일으킨다. 삐딱구리와 가까운 종이다.,535;동챙이;536;두까비;537;두빅굴,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/053701.png
 던지미,격투,1.3,유도,m,55.5,근성;정신력,메치는 기술의 실력은 일류다. 싸움으로 흘린 땀이 배어 띠의 색이 진해져 간다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/053801.png
 타격귀,격투,1.4,태권도,m,51,옹골참;정신력,한결같이 강해지기를 추구한다. 산에서 수행 중인 타격귀를 발견한다면 조용히 물러나자.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/053901.png
 두르보,벌레;풀,0.3,재봉,b,2.5,벌레의알림;엽록소,잎사귀를 물어뜯어 입에서 뱉어낸 점착실로 꿰맨다. 스스로 옷을 만드는 포켓몬이다.,540;두르보;541;두르쿤;542;모아머,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/054001.png
 두르쿤,벌레;풀,0.5,잎숨기,b,7.3,리프가드;엽록소,두르쿤이 사는 숲은 초목이 잘 자란다. 두르쿤이 낙엽을 영양분으로 바꾸기 때문이다.,540;두르보;541;두르쿤;542;모아머,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/054101.png
 모아머,벌레;풀,1.2,육아,b,20.5,벌레의알림;엽록소,어린 포켓몬을 보면 입에서 내뿜는 점착실로 잎사귀의 옷을 지어 준다.,540;두르보;541;두르쿤;542;모아머,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/054201.png
 마디네,벌레;독,0.4,지네,b,5.3,독가시;벌레의알림,태우지네와는 종류가 다른 동료지만 서로 만나면 큰 싸움이 된다.,543;마디네;544;휠구;545;펜드라,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/054301.png
 휠구,벌레;독,1.2,눈썹지네,b,58.5,독가시;벌레의알림,고속으로 회전해 상대에게 돌격한다. 최고 시속은 약 100km에 달한다.,543;마디네;544;휠구;545;펜드라,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/054401.png
 펜드라,벌레;독,2.5,메가지네,b,200.5,독가시;벌레의알림,목의 가시로 먹이를 잡은 채 그대로 땅으로 내동댕이쳐서 독가시를 꽂는다.,543;마디네;544;휠구;545;펜드라,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/054501.png
 소미안,풀;페어리,0.3,솜뭉치,b,0.6,짓궂은마음;틈새포착,솜을 날려 몸을 지킨다. 태풍의 바람에 휩쓸려 지구 반대편까지 갈 때도 있다.,546;소미안;547;엘풍,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/054601.png
 엘풍,풀;페어리,0.7,바람숨기,b,6.6,짓궂은마음;틈새포착,솜을 흩뿌리며 장난을 친다. 물을 끼얹으면 무거워져서 움직일 수 없게 되어 포기한다.,546;소미안;547;엘풍,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/054701.png
 치릴리,풀,0.5,뿌리,f,6.6,엽록소;마이페이스,빠져도 바로 자라나는 머리의 잎사귀는 아주 쓰지만 갉아 먹으면 바로 기운이 난다.,548;치릴리;549;드레디어,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/054801.png
 드레디어,풀,1.1,꽃장식,f,16.3,엽록소;마이페이스,머리의 꽃 장식에서 나는 향기를 맡으면 편안해지나 손질이 아주 까다롭다.,548;치릴리;549;드레디어,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/054901.png
 드레디어,풀;격투,1.2,스핀,f,19.2,엽록소;의욕,눈 덮인 산에 살기 때문에 다릿심이 발달한 것으로 추측된다. 화관을 통해 주위에 있는 이를 고무시키는 향기를 내보낸다.,548;치릴리;549;드레디어,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/054902.png
 배쓰나이,물,1,흉,b,18,이판사판;적응력,성질이 사납고 공격적이다. 생명력도 대단해서 모르는 사이에 수가 늘어나 있다.,550;배쓰나이;550;배쓰나이;550;배쓰나이 ,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/055001.png
 배쓰나이,물,1,흉,b,18,돌머리;적응력,같은 색끼리 모여서 무리를 이룬다. 최대의 적은 빨간색 배쓰나이 무리다.,550;배쓰나이;550;배쓰나이;550;배쓰나이 ,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/055002.png
 배쓰나이 ,물,1,온후,b,18,주눅;적응력,"온후한 성질 등, 차이점이 있지만 배쓰나이의 특징을 다수 갖추고 있기에 그것의 리전폼인 것으로 정의 내렸다.",550;배쓰나이 ;902;대쓰여너,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/055003.png
 깜눈크,땅;악,0.7,사막악어,b,15.2,위협;자기과신,모래 속에 숨어서 헤엄치는 것처럼 이동한다. 적에게 들키지 않으면서 체온이 내려가지 않기 위한 지혜다.,551;깜눈크;552;악비르;553;악비아르,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/055101.png
 악비르,땅;악,1,사막악어,b,33.4,위협;자기과신,얇은 막으로 덮여 있는 두 눈은 한밤중에도 잘 보인다. 몇 마리가 무리 지어 생활한다.,551;깜눈크;552;악비르;553;악비아르,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/055201.png
 악비아르,땅;악,1.5,위협,b,96.3,위협;자기과신,강력한 턱으로 물고 그대로 힘껏 몸을 비틀어 먹이를 절단한다.,551;깜눈크;552;악비르;553;악비아르,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/055301.png
 달막화,불꽃,0.6,달마,b,37.5,의욕,몸 안에서 타오르는 불꽃이 힘의 원천이다. 불꽃이 작아지면 금세 잠들어 버린다.,554;달막화;555;불비달마,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/055401.png
 달막화,얼음,0.7,달마,b,40,의욕,눈이 많이 쌓인 곳에 사는 동안 불꽃 주머니가 차가워져서 퇴화했다. 그리고 냉기를 만드는 기관이 생겼다.,554;달막화;555;불비달마,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/055402.png
 불비달마,불꽃,1.3,염상,b,92.9,우격다짐,혈기왕성한 포켓몬. 굵직한 팔에서 날리는 펀치는 덤프트럭도 가루로 만들어버린다.,554;달막화;555;불비달마,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/055501.png
 불비달마,불꽃;에스퍼,1.3,염상,b,92.9,우격다짐,명상을 통해 난폭한 마음을 가라앉히고 사이코 파워를 더욱 갈고닦고 있다.,554;달막화;555;불비달마,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/055502.png
 불비달마,얼음,1.7,달마,b,120,무아지경,머리 위에 있는 눈덩이에 먹이를 보관해둔다. 눈보라가 치는 날에는 사람이 사는 마을까지 내려온다.,554;달막화;555;불비달마,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/055503.png
